0,0
0.00833,-0.015
0.01667,-0.024
0.025,-0.043
0.03333,-0.044
0.04167,-0.044
0.05,-0.052
0.05833,-0.04
0.06667,-0.036
0.075,-0.047
0.08333,-0.033
0.09167,-0.036
0.1,-0.035
0.10833,-0.019
0.11667,-0.031
0.125,-0.02
0.13333,-0.022
0.14167,-0.02
0.15,-0.021
0.15833,-0.026
0.16667,-0.012
0.175,-0.015
0.18333,-0.02
0.19167,-0.013
0.2,-0.015
0.20833,-0.01
0.21667,-0.013
0.225,-0.023
0.23333,-0.013
0.24167,-0.016
0.25,-0.021
0.25833,-0.009
0.26667,-0.024
0.275,-0.01
0.28333,0
0.29167,-0.01
0.3,-0.005
0.30833,-0.018
0.31667,-0.011
0.325,-0.008
0.33333,-0.017
0.34167,-0.003
0.35,-0.007
0.35833,-0.007
0.36667,-0.004
0.375,-0.012
0.38333,0.004
0.39167,-0.001
0.4,-0.003
0.40833,0.001
0.41667,-0.007
0.425,-0.002
0.43333,0.002
0.44167,-0.005
0.45,-0.002
0.45833,-0.004
0.46667,-0.007
0.475,-0.008
0.48333,-0.017
0.49167,0
0.5,0
0.50833,-0.007
0.51667,-0.004
0.525,-0.008
0.53333,-0.007
0.54167,-0.008
0.55,-0.018
0.55833,-0.002
0.56667,-0.009
0.575,-0.01
0.58333,0.005
0.59167,-0.006
0.6,0.001
0.60833,-0.001
0.61667,-0.013
0.625,-0.002
0.63333,-0.017
0.64167,-0.02
0.65,-0.018
0.65833,-0.028
0.66667,-0.012
0.675,-0.014
0.68333,-0.014
0.69167,-0.003
0.7,-0.014
0.70833,-0.002
0.71667,-0.002
0.725,-0.005
0.73333,0.002
0.74167,-0.011
0.75,-0.003
0.75833,0.002
0.76667,-0.01
0.775,0
0.78333,-0.011
0.79167,-0.009
0.8,-0.001
0.80833,-0.013
0.81667,-0.002
0.825,-0.008
0.83333,-0.015
0.84167,0
0.85,-0.015
0.85833,-0.014
0.86667,-0.016
0.875,-0.015
0.88333,-0.005
0.89167,-0.013
0.9,-0.009
0.90833,0.001
0.91667,-0.018
0.925,-0.003
0.93333,-0.002
0.94167,-0.006
0.95,-0.006
0.95833,-0.014
0.96667,-0.005
0.975,-0.02
0.98333,-0.023
0.99167,-0.008
1,-0.025
1.00833,-0.013
1.01667,-0.007
1.025,-0.021
1.03333,-0.02
1.04167,-0.023
1.05,-0.021
1.05833,-0.012
1.06667,-0.027
1.075,-0.015
1.08333,-0.021
1.09167,-0.032
1.1,-0.023
1.10833,-0.026
1.11667,-0.011
1.125,-0.01
1.13333,-0.024
1.14167,-0.013
1.15,-0.024
1.15833,-0.017
1.16667,-0.011
1.175,-0.034
1.18333,-0.023
1.19167,-0.031
1.2,-0.038
1.20833,-0.025
1.21667,-0.032
1.225,-0.029
1.23333,-0.023
1.24167,-0.035
1.25,-0.027
1.25833,-0.035
1.26667,-0.026
1.275,-0.027
1.28333,-0.035
1.29167,-0.032
1.3,-0.042
1.30833,-0.038
1.31667,-0.027
1.325,-0.037
1.33333,-0.026
1.34167,-0.024
1.35,-0.034
1.35833,-0.025
1.36667,-0.038
1.375,-0.035
1.38333,-0.029
1.39167,-0.038
1.4,-0.028
1.40833,-0.031
1.41667,-0.035
1.425,-0.023
1.43333,-0.041
